player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,awards
SandMi01,Miles Sanders,RB,2019,22,PHI,NFL,RB,1,1,14,69,3,20,1.4,49,3.5,2,7.0,5,3,8,0,-6,-2.0,14,4.7,1.0,0,1,20.0,0,64.6,
SandMi01,Miles Sanders,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SandMi01,Miles Sanders,RB,2021,24,PHI,NFL,RB,1,1,7,16,1,6,0.9,10,1.4,1,7.0,3,3,12,0,4,1.3,8,2.7,1.3,0,0,0.0,0,83.3,
SandMi01,Miles Sanders,RB,2022,25,PHI,NFL,RB,3,3,35,148,7,82,2.3,66,1.9,2,17.5,2,1,3,0,3,3.0,0,0.0,0.0,0,0,0.0,0,56.2,
