player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
PricPe00,Peerless Price,WR,1999,23,BUF,NFL,WR,1,0,7,5,62,12.4,0,3,42.9,15,5.0,62.0,71.4,8.9,0,0,0,0,0.0,0.0,5,12.4,62,0,0,
PricPe00,Peerless Price,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PricPe00,Peerless Price,WR,2004,28,ATL,NFL,WR,2,2,7,5,59,11.8,1,3,71.4,23,2.5,29.5,71.4,8.4,0,0,0,0,0.0,0.0,5,11.8,59,1,0,
