player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
MortCr00,Craig Morton,QB,1967,24,DAL,NFL,QB,1,0,,1,3,33.3,13,0,0.0,1,33.3,,,13,4.3,-10.67,13.0,13.0,8.3,0,0,0.00,4.33,-10.67,0,0,
MortCr00,Craig Morton,QB,1968,25,DAL,NFL,QB,1,0,,9,23,39.1,163,1,4.3,1,4.3,,,48,7.1,6.00,18.1,163.0,60.6,0,0,0.00,7.09,6.00,0,0,
MortCr00,Craig Morton,QB,1969,26,DAL,NFL,QB,1,1,0-1-0,8,24,33.3,92,0,0.0,2,8.3,,,26,3.8,0.08,11.5,92.0,11.1,3,19,11.11,2.70,-0.63,0,0,
MortCr00,Craig Morton,QB,1970,27,DAL,NFL,QB,3,3,2-1-0,23,66,34.8,266,2,3.0,4,6.1,,,41,4.0,1.91,11.6,88.7,32.8,5,41,7.04,3.17,1.20,0,0,
MortCr00,Craig Morton,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MortCr00,Craig Morton,QB,1972,29,DAL,NFL,QB,2,1,1-0-0,8,21,38.1,96,1,4.8,2,9.5,,,28,4.6,1.24,12.0,48.0,29.2,1,2,4.55,4.27,1.09,0,0,
MortCr00,Craig Morton,QB,1973,30,DAL,NFL,QB,2,0,,0,0,,0,0,,,,,,,,,,0.0,,,,,,,0,0,
MortCr00,Craig Morton,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MortCr00,Craig Morton,QB,1977,34,DEN,NFL,QB,3,3,2-1-0,25,58,43.1,427,4,6.9,5,8.6,,,74,7.4,4.86,17.1,142.3,55.7,4,36,6.45,6.31,3.97,0,1,
MortCr00,Craig Morton,QB,1978,35,DEN,NFL,QB,1,1,0-1-0,3,5,60.0,34,0,0.0,0,0.0,2,33.3,19,6.8,6.80,11.3,34.0,80.4,1,7,16.67,4.50,4.50,0,0,
MortCr00,Craig Morton,QB,1979,36,DEN,NFL,QB,1,1,0-1-0,14,27,51.9,144,1,3.7,1,3.7,9,30.3,25,5.3,4.41,10.3,144.0,64.4,6,40,18.18,3.15,2.39,0,0,
