player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,awards
WentCa00,Carson Wentz,QB,2018,26,PHI,NFL,QB,11,11,279,401,3074,7.7,1677,6.0,4.2,1397,5.0,0,3,2,15,3.8,57,14.4,,,2.3,124,44,31,106,23.7,16,5.8,,,,,,,,,
WentCa00,Carson Wentz,QB,2019,27,PHI,NFL,QB,16,16,388,607,4878,8.0,2235,5.8,3.7,1804,4.6,16,10,1,28,4.7,106,17.8,431,72.3,2.4,184,67,53,157,23.4,28,6.3,79,447,68,396,7,51,149,1062,AP CPoY-5
WentCa00,Carson Wentz,QB,2020,28,PHI,NFL,QB,12,12,251,437,3836,8.8,1605,6.4,3.7,1015,4.0,6,21,1,23,5.5,90,21.7,292,70.4,2.6,167,35,64,149,29.3,22,8.4,64,253,51,210,8,43,103,583,
WentCa00,Carson Wentz,QB,2021,29,IND,NFL,QB,17,17,322,516,3941,7.6,1913,5.9,3.7,1650,5.1,8,17,0,25,5.0,94,18.8,368,73.7,2.5,156,41,75,148,25.8,26,7.1,84,597,76,553,7,44,144,1234,
WentCa00,Carson Wentz,QB,2022,30,WAS,NFL,QB,8,7,172,276,2156,7.8,929,5.4,3.4,826,4.8,8,6,0,16,5.9,54,20.0,192,71.1,2.3,84,15,29,70,22.3,12,6.8,39,221,34,215,2,6,65,431,
WentCa00,Carson Wentz,QB,2023,31,LAR,NFL,QB,2,1,17,24,159,6.6,98,5.8,4.1,65,3.8,0,0,0,1,4.2,6,25.0,18,75.0,2.4,6,0,1,3,10.0,4,2.8,1,7,1,7,0,0,4,18,
WentCa00,Carson Wentz,QB,2024,32,KAN,NFL,QB,3,1,12,19,125,6.6,50,4.2,2.6,68,5.7,0,0,0,1,5.3,5,26.3,15,78.9,2.2,3,1,5,10,41.7,1,2.0,5,42,5,42,0,0,0,0,
WentCa00,Carson Wentz,QB,2025,33,MIN,NFL,QB,5,5,110,169,1302,7.7,644,5.9,3.8,572,5.2,3,7,1,2,1.2,32,19.9,119,73.9,2.3,43,13,15,47,23.9,9,6.3,18,155,15,127,3,28,42,295,
