player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
WentCa00,Carson Wentz,QB,2016,24,PHI,NFL,QB,16,16,46,150,2,17,47.8,17,3.3,9.4,2.9,1,1,7,7.0,0,0,100.0,7,0.1,0.4,100.0,7.0,47,3.3,157,2,14,
WentCa00,Carson Wentz,QB,2017,25,PHI,NFL,QB,13,13,64,299,0,27,53.1,24,4.7,23.0,4.9,0,0,0,,0,0,,,0.0,0.0,,,64,4.7,299,0,9,"PB,AP-2,AP MVP-3"
WentCa00,Carson Wentz,QB,2018,26,PHI,NFL,QB,11,11,34,93,0,8,44.1,13,2.7,8.5,3.1,1,1,4,4.0,0,1,100.0,4,0.1,0.4,100.0,4.0,35,2.8,97,0,9,
WentCa00,Carson Wentz,QB,2019,27,PHI,NFL,QB,16,16,62,243,1,21,62.9,19,3.9,15.2,3.9,0,0,0,,0,0,,,0.0,0.0,,,62,3.9,243,1,16,AP CPoY-5
WentCa00,Carson Wentz,QB,2020,28,PHI,NFL,QB,12,12,52,276,5,25,63.5,40,5.3,23.0,4.3,0,0,0,,0,0,,,0.0,0.0,,,52,5.3,276,5,10,
WentCa00,Carson Wentz,QB,2021,29,IND,NFL,QB,17,17,57,215,1,21,49.1,18,3.8,12.6,3.4,0,0,0,,0,0,,,0.0,0.0,,,57,3.8,215,1,8,
WentCa00,Carson Wentz,QB,2022,30,WAS,NFL,QB,8,7,22,86,1,4,50.0,18,3.9,10.8,2.8,0,0,0,,0,0,,,0.0,0.0,,,22,3.9,86,1,6,
WentCa00,Carson Wentz,QB,2023,31,LAR,NFL,QB,2,1,17,56,1,4,58.8,12,3.3,28.0,8.5,0,0,0,,0,0,,,0.0,0.0,,,17,3.3,56,1,0,
WentCa00,Carson Wentz,QB,2024,32,KAN,NFL,QB,3,1,3,0,0,0,0.0,,0.0,0.0,1.0,0,0,0,,0,0,,,0.0,0.0,,,3,0.0,0,0,0,
WentCa00,Carson Wentz,QB,2025,33,MIN,NFL,QB,5,5,11,57,0,3,27.3,16,5.2,11.4,2.2,0,0,0,,0,0,,,0.0,0.0,,,11,5.2,57,0,3,
