player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yac,rush_broken_tackles,awards
FergJa00,Jake Ferguson,TE,2022,23,DAL,NFL,TE,16,8,22,19,174,8,50,2.6,124,6.5,3.5,2,9.5,0,0.0,0,129.9,0,0,0,0,0,0,
FergJa00,Jake Ferguson,TE,2023,24,DAL,NFL,TE,17,16,102,71,761,40,336,4.7,425,6.0,5.1,6,11.8,5,4.9,1,103.4,0,0,0,0,0,0,PB
FergJa00,Jake Ferguson,TE,2024,25,DAL,NFL,TE,14,14,86,59,494,18,185,3.1,309,5.2,4.1,6,9.8,3,3.5,0,83.2,0,0,0,0,0,0,
FergJa00,Jake Ferguson,TE,2025,26,DAL,NFL,TE,9,6,66,56,384,18,180,3.2,204,3.6,4.5,2,28.0,2,3.0,1,114.9,0,0,0,0,0,0,
