player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yac,rush_broken_tackles,awards
BenjTr00,Travis Benjamin,WR,2018,29,LAC,NFL,WR,2,0,5,3,11,0,-14,-4.7,25,8.3,6.8,0,0,0.0,0,64.6,0,0,0,0,0,0,
BenjTr00,Travis Benjamin,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BenjTr00,Travis Benjamin,WR,2021,32,SFO,NFL,WR,3,0,2,1,17,1,12,12.0,5,5.0,4.5,0,1,50.0,0,79.2,0,0,0,0,0,0,
