player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,safety_md,awards
PeetRo00,Rodney Peete,QB,1989,23,DET,NFL,QB,8,8,0,0,0,0,,0,9,3,0,0,0.0,0,0,0,,0,
PeetRo00,Rodney Peete,QB,1990,24,DET,NFL,QB,11,11,0,0,0,0,,0,9,1,0,0,0.0,0,0,0,,0,
PeetRo00,Rodney Peete,QB,1991,25,DET,NFL,QB,8,8,0,0,0,0,,0,2,1,-1,0,0.0,0,0,0,,0,
PeetRo00,Rodney Peete,QB,1992,26,DET,NFL,QB,10,10,0,0,0,0,,1,6,2,-7,0,0.0,0,0,0,,0,
PeetRo00,Rodney Peete,QB,1993,27,DET,NFL,QB,10,10,0,0,0,0,,0,11,4,-8,0,0.0,0,0,0,,0,
PeetRo00,Rodney Peete,QB,1994,28,DAL,NFL,QB,7,1,0,0,0,0,,0,3,2,-1,0,0.0,0,0,0,,0,
PeetRo00,Rodney Peete,QB,1995,29,PHI,NFL,QB,15,12,0,0,0,0,,1,13,5,0,0,0.0,0,0,0,,0,
PeetRo00,Rodney Peete,QB,1996,30,PHI,NFL,QB,5,5,0,0,0,0,,0,2,1,0,0,0.0,0,0,0,,0,
PeetRo00,Rodney Peete,QB,1997,31,PHI,NFL,QB,5,3,0,0,0,0,,0,5,2,-2,0,0.0,0,0,0,,0,
PeetRo00,Rodney Peete,QB,1998,32,PHI,NFL,QB,5,4,0,0,0,0,,0,1,0,0,0,0.0,0,0,0,,0,
PeetRo00,Rodney Peete,QB,,,,,,,,,,,,,,,,,,,,,,,,
PeetRo00,Rodney Peete,QB,2002,36,CAR,NFL,QB,14,14,0,0,0,0,0,0,10,1,-9,0,0.0,0,0,0,0,0,AP CPoY-5
