player_id,player_name,position,year,team,level,pos,voters
CartCr00,Cris Carter,WR,1994,1st Tm,All-Conf.,,Pro Football Writers
CartCr00,Cris Carter,WR,1994,1st Tm,All-Conf.,,UPI
CartCr00,Cris Carter,WR,1994,1st Tm,,WR,Associated Press
CartCr00,Cris Carter,WR,1994,1st Tm,,,Pro Football Writers
CartCr00,Cris Carter,WR,1994,1st Tm,,,Sporting News
CartCr00,Cris Carter,WR,1995,2nd Tm,All-Conf.,,UPI
CartCr00,Cris Carter,WR,1995,2nd Tm,,WR,Associated Press
CartCr00,Cris Carter,WR,1996,2nd Tm,All-Conf.,,UPI
CartCr00,Cris Carter,WR,1999,1st Tm,All-Conf.,,Pro Football Writers
CartCr00,Cris Carter,WR,1999,1st Tm,,WR,Associated Press
CartCr00,Cris Carter,WR,1999,1st Tm,,,Pro Football Writers
