player_id,player_name,position,year_id,age,g,fantasy_pos,fantasy_points,vbd,fantasy_rank_pos,fantasy_rank_overall,games
RiggGe00,Gerald Riggs,RB,1982,22,9,RB,77,,25,,All 1982 Games
RiggGe00,Gerald Riggs,RB,1983,23,14,RB,100,,40,,All 1983 Games
RiggGe00,Gerald Riggs,RB,1984,24,15,RB,243,119,5,9,All 1984 Games
RiggGe00,Gerald Riggs,RB,1985,25,16,RB,259,113,5,5,All 1985 Games
RiggGe00,Gerald Riggs,RB,1986,26,16,RB,194,59,9,22,All 1986 Games
RiggGe00,Gerald Riggs,RB,1987,27,12,RB,115,3,22,67,All 1987 Games
RiggGe00,Gerald Riggs,RB,1988,28,9,RB,69,,53,,All 1988 Games
RiggGe00,Gerald Riggs,RB,1989,29,12,RB,111,,26,,All 1989 Games
RiggGe00,Gerald Riggs,RB,1990,30,10,RB,88,,40,,All 1990 Games
RiggGe00,Gerald Riggs,RB,1991,31,16,RB,90,,36,,All 1991 Games
