player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
TaylTr01,Travis Taylor,WR,2001,23,BAL,NFL,WR,2,2,13,6,76,12.7,1,3,46.2,45,3.0,38.0,46.2,5.8,1,15,0,1,100.0,15,15.0,7.5,0.5,7,13.0,91,1,0,
TaylTr01,Travis Taylor,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaylTr01,Travis Taylor,WR,2003,25,BAL,NFL,WR,1,1,11,7,82,11.7,0,5,63.6,30,7.0,82.0,63.6,7.5,0,0,0,0,,,,0.0,0.0,7,11.7,82,0,0,
