player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yac,rush_broken_tackles,awards
JoneJu02,Julio Jones,WR,2021,32,TEN,NFL,WR,1,1,7,6,62,4,38,6.3,24,4.0,7.9,0,0,0.0,1,64.0,0,0,0,0,0,0,
JoneJu02,Julio Jones,WR,2022,33,TAM,NFL,WR,1,0,11,7,74,3,57,8.1,17,2.4,6.5,0,1,9.1,0,113.4,0,0,0,0,0,0,
JoneJu02,Julio Jones,WR,2023,34,PHI,NFL,WR,1,1,3,3,22,1,22,7.3,0,0.0,7.3,0,0,0.0,0,97.2,0,0,0,0,0,0,
