player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,safety_md,awards
BladBr00,Brian Blades,WR,1988,23,SEA,NFL,WR,16,7,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,
BladBr00,Brian Blades,WR,1989,24,SEA,NFL,WR,16,14,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,PB
BladBr00,Brian Blades,WR,,,,,,,,,,,,,,,,,,,,,,
BladBr00,Brian Blades,WR,1991,26,SEA,NFL,WR,16,16,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,
BladBr00,Brian Blades,WR,1992,27,SEA,NFL,WR,6,5,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,
BladBr00,Brian Blades,WR,1993,28,SEA,NFL,WR,16,14,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,
BladBr00,Brian Blades,WR,1994,29,SEA,NFL,WR,16,16,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,
BladBr00,Brian Blades,WR,,,,,,,,,,,,,,,,,,,,,,
BladBr00,Brian Blades,WR,1996,31,SEA,NFL,WR,11,9,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,
BladBr00,Brian Blades,WR,1997,32,SEA,NFL,WR,11,3,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,
BladBr00,Brian Blades,WR,1998,33,SEA,NFL,WR,16,6,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,
