player_id,player_name,position,year,team,level,pos,voters
RashAh00,Ahmad Rashad,WR,1974,2nd Tm,All-Conf.,,UPI
RashAh00,Ahmad Rashad,WR,1978,1st Tm,All-Conf.,,Sporting News
RashAh00,Ahmad Rashad,WR,1978,2nd Tm,All-Conf.,,UPI
RashAh00,Ahmad Rashad,WR,1979,1st Tm,All-Conf.,,Pro Football Weekly
RashAh00,Ahmad Rashad,WR,1979,1st Tm,All-Conf.,,Sporting News
RashAh00,Ahmad Rashad,WR,1979,1st Tm,All-Conf.,,UPI
RashAh00,Ahmad Rashad,WR,1979,2nd Tm,,,Newspaper Ent. Assoc.
RashAh00,Ahmad Rashad,WR,1980,1st Tm,All-Conf.,,Pro Football Weekly
RashAh00,Ahmad Rashad,WR,1980,1st Tm,All-Conf.,,UPI
RashAh00,Ahmad Rashad,WR,1981,2nd Tm,All-Conf.,,UPI
