player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
MoorNa00,Nat Moore,WR,1974,23,MIA,NFL,WR,1,1,,2,40,20.0,0,,,23,2.0,40.0,,,0,0,0,,,,,0.0,0.0,2,20.0,40,0,0,
MoorNa00,Nat Moore,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoorNa00,Nat Moore,WR,1978,27,MIA,NFL,WR,1,1,6,2,28,14.0,0,1,16.7,23,2.0,28.0,33.3,4.7,1,7,0,1,100.0,7,7.0,7.0,1.0,3,11.7,35,0,0,
MoorNa00,Nat Moore,WR,1979,28,MIA,NFL,WR,1,1,8,5,93,18.6,0,4,50.0,40,5.0,93.0,62.5,11.6,0,0,0,0,,,,0.0,0.0,5,18.6,93,0,0,
MoorNa00,Nat Moore,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoorNa00,Nat Moore,WR,1981,30,MIA,NFL,WR,1,1,2,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,,,,0.0,0.0,0,,0,0,0,
MoorNa00,Nat Moore,WR,1982,31,MIA,NFL,WR,4,0,2,1,3,3.0,1,1,50.0,3,0.3,0.8,50.0,1.5,0,0,0,0,,,,0.0,0.0,1,3.0,3,1,0,
MoorNa00,Nat Moore,WR,1983,32,MIA,NFL,WR,1,1,3,2,26,13.0,0,2,66.7,13,2.0,26.0,66.7,8.7,0,0,0,0,,,,0.0,0.0,2,13.0,26,0,0,
MoorNa00,Nat Moore,WR,1984,33,MIA,NFL,WR,3,0,11,6,62,10.3,1,2,54.5,28,2.0,20.7,54.5,5.6,0,0,0,0,,,,0.0,0.0,6,10.3,62,1,0,
MoorNa00,Nat Moore,WR,1985,34,MIA,NFL,WR,2,1,11,5,39,7.8,1,4,45.5,10,2.5,19.5,45.5,3.5,0,0,0,0,,,,0.0,0.0,5,7.8,39,1,0,
