player_id,player_name,position,year,team,level,pos,voters
MoorNa00,Nat Moore,WR,1977,1st Tm,All-Conf.,,Pro Football Weekly
MoorNa00,Nat Moore,WR,1977,1st Tm,All-Conf.,,Sporting News
MoorNa00,Nat Moore,WR,1977,1st Tm,All-Conf.,,UPI
MoorNa00,Nat Moore,WR,1977,1st Tm,,WR,Associated Press
MoorNa00,Nat Moore,WR,1977,1st Tm,,,Pro Football Writers
MoorNa00,Nat Moore,WR,1979,2nd Tm,All-Conf.,,UPI
