player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,awards
PattCo00,Cordarrelle Patterson,WR,2018,27,NWE,NFL,WR,3,0,3,10,0,-4,-1.3,14,4.7,0,7,4,32,1,-5,-1.3,37,9.3,3.0,2,2.0,1,14.3,0,68.7,
PattCo00,Cordarrelle Patterson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PattCo00,Cordarrelle Patterson,WR,2020,29,CHI,NFL,WR,1,0,1,2,0,2,2.0,0,0.0,0,0,0,0,0,0,,0,,,0,,0,,,,
