player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,awards
AndeRo04,Robbie Chosen,WR,2018,25,NYJ,NFL,WR,14,9,94,50,752,30,567,11.3,185,3.7,15.7,1,50.0,2,2.1,4,83.3,2,-8,0,-8,-4.0,0,0.0,0,
AndeRo04,Robbie Chosen,WR,2019,26,NYJ,NFL,WR,16,15,96,52,779,35,586,11.3,193,3.7,14.6,1,52.0,4,4.2,3,85.4,1,4,0,4,4.0,0,0.0,0,
AndeRo04,Robbie Chosen,WR,2020,27,CAR,NFL,WR,16,16,136,95,1096,49,599,6.3,497,5.2,9.7,3,31.7,6,4.4,2,95.1,4,15,1,13,3.3,2,0.5,0,
AndeRo04,Robbie Chosen,WR,2021,28,CAR,NFL,WR,17,16,110,53,519,27,361,6.8,158,3.0,10.5,2,26.5,7,6.4,7,50.5,3,36,1,2,0.7,34,11.3,0,
AndeRo04,Robbie Chosen,WR,2022,29,2TM,NFL,WR,16,7,44,20,282,10,186,9.3,96,4.8,14.1,0,,2,4.5,1,64.8,0,0,0,0,,0,,0,
AndeRo04,Robbie Chosen,WR,2022,29,CAR,NFL,WR,6,5,27,13,206,5,134,10.3,72,5.5,11.9,0,,1,3.7,0,86.3,0,0,0,0,,0,,0,
AndeRo04,Robbie Chosen,WR,2022,29,ARI,NFL,WR,10,2,17,7,76,5,52,7.4,24,3.4,17.6,0,,1,5.9,1,30.5,0,0,0,0,,0,,0,
AndeRo04,Robbie Chosen,WR,2023,30,MIA,NFL,WR,9,0,6,4,126,3,95,23.8,31,7.8,23.5,0,,0,0.0,1,109.7,0,0,0,0,,0,,0,
AndeRo04,Robbie Chosen,WR,2024,31,MIA,NFL,WR,2,0,4,1,5,0,4,4.0,1,1.0,11.8,0,,0,0.0,1,0.0,0,0,0,0,,0,,0,
AndeRo04,Robbie Chosen,WR,2025,32,WAS,NFL,WR,1,0,4,4,36,1,31,7.8,5,1.3,7.8,0,,0,0.0,0,104.2,0,0,0,0,,0,,0,
