player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,safety_md,awards
StalJo00,John Stallworth,WR,1982,30,PIT,NFL,WR,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0,
StalJo00,John Stallworth,WR,,,,,,,,,,,,,,,,,,,,,
StalJo00,John Stallworth,WR,1984,32,PIT,NFL,WR,2,2,0,0,0,0,0,0,1,1,0,0,0.0,0,0,
