player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
StalJo00,John Stallworth,WR,1974,22,PIT,NFL,WR,13,3,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0.5,
StalJo00,John Stallworth,WR,1975,23,PIT,NFL,WR,11,9,0,4,0,0,0,0,0,4,0,0,0,0,0,24,2.2,
StalJo00,John Stallworth,WR,1976,24,PIT,NFL,WR,8,3,1,2,0,0,0,0,0,3,0,0,0,0,0,18,2.3,
StalJo00,John Stallworth,WR,1977,25,PIT,NFL,WR,14,14,0,7,0,0,0,0,0,7,0,0,0,0,0,42,3.0,
StalJo00,John Stallworth,WR,1978,26,PIT,NFL,WR,16,16,0,9,0,0,0,0,0,9,0,0,0,0,0,54,3.4,
StalJo00,John Stallworth,WR,1979,27,PIT,NFL,WR,16,16,0,8,0,0,0,0,0,8,0,0,0,0,0,48,3.0,"PB,AP-1"
StalJo00,John Stallworth,WR,1980,28,PIT,NFL,WR,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,6,2.0,
StalJo00,John Stallworth,WR,1981,29,PIT,NFL,WR,16,16,0,5,0,0,0,0,0,5,0,0,0,0,0,30,1.9,
StalJo00,John Stallworth,WR,1982,30,PIT,NFL,WR,9,9,0,7,0,0,0,0,0,7,0,0,0,0,0,42,4.7,PB
StalJo00,John Stallworth,WR,,,,,,,,,,,,,,,,,,,,,,,
StalJo00,John Stallworth,WR,1984,32,PIT,NFL,WR,16,16,0,11,0,0,0,0,0,11,0,0,0,0,0,66,4.1,PB
StalJo00,John Stallworth,WR,1985,33,PIT,NFL,WR,16,16,0,5,0,0,0,0,0,5,0,0,0,0,0,30,1.9,
StalJo00,John Stallworth,WR,1986,34,PIT,NFL,WR,11,9,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0.5,
StalJo00,John Stallworth,WR,1987,35,PIT,NFL,WR,12,11,0,2,0,0,0,0,0,2,0,0,0,0,0,12,1.0,
