player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
StalJo00,John Stallworth,WR,1974,22,PIT,NFL,WR,3,0,,5,40,8.0,0,,,22,1.7,13.3,,,0,0,0,,0.0,0.0,5,8.0,40,0,0,
StalJo00,John Stallworth,WR,1975,23,PIT,NFL,WR,2,1,,4,38,9.5,1,,,20,2.0,19.0,,,0,0,0,,0.0,0.0,4,9.5,38,1,0,
StalJo00,John Stallworth,WR,1976,24,PIT,NFL,WR,2,0,,2,26,13.0,0,,,18,1.0,13.0,,,0,0,0,,0.0,0.0,2,13.0,26,0,0,
StalJo00,John Stallworth,WR,1977,25,PIT,NFL,WR,1,1,,4,80,20.0,0,,,48,4.0,80.0,,,0,0,0,,0.0,0.0,4,20.0,80,0,0,
StalJo00,John Stallworth,WR,1978,26,PIT,NFL,WR,3,3,23,14,288,20.6,4,10,47.8,75,4.7,96.0,60.9,12.5,0,0,0,0,0.0,0.0,14,20.6,288,4,0,
StalJo00,John Stallworth,WR,1979,27,PIT,NFL,WR,3,3,18,12,259,21.6,3,10,66.7,73,4.0,86.3,66.7,14.4,0,0,0,0,0.0,0.0,12,21.6,259,3,0,
StalJo00,John Stallworth,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StalJo00,John Stallworth,WR,1982,30,PIT,NFL,WR,1,1,12,8,116,14.5,1,7,66.7,22,8.0,116.0,66.7,9.7,0,0,0,0,0.0,0.0,8,14.5,116,1,1,
StalJo00,John Stallworth,WR,1983,31,PIT,NFL,WR,1,1,4,1,58,58.0,1,1,25.0,58,1.0,58.0,25.0,14.5,0,0,0,0,0.0,0.0,1,58.0,58,1,0,
StalJo00,John Stallworth,WR,1984,32,PIT,NFL,WR,2,2,10,7,149,21.3,2,7,70.0,65,3.5,74.5,70.0,14.9,0,0,0,0,0.0,0.0,7,21.3,149,2,1,
