player_id,player_name,position,year,team,level,pos,voters
ThomTh00,Thurman Thomas,RB,1989,1st Tm,All-Conf.,,Pro Football Weekly
ThomTh00,Thurman Thomas,RB,1989,1st Tm,All-Conf.,,UPI
ThomTh00,Thurman Thomas,RB,1989,2nd Tm,,RB,Associated Press
ThomTh00,Thurman Thomas,RB,1989,1st Tm,,,Newspaper Ent. Assoc.
ThomTh00,Thurman Thomas,RB,1990,1st Tm,All-Conf.,,Pro Football Weekly
ThomTh00,Thurman Thomas,RB,1990,1st Tm,All-Conf.,,UPI
ThomTh00,Thurman Thomas,RB,1990,1st Tm,,RB,Associated Press
ThomTh00,Thurman Thomas,RB,1990,1st Tm,,,Pro Football Writers
ThomTh00,Thurman Thomas,RB,1990,1st Tm,,,Newspaper Ent. Assoc.
ThomTh00,Thurman Thomas,RB,1990,1st Tm,,,Pro Football Weekly
ThomTh00,Thurman Thomas,RB,1990,1st Tm,,,Sporting News
ThomTh00,Thurman Thomas,RB,1991,1st Tm,All-Conf.,,Pro Football Weekly
ThomTh00,Thurman Thomas,RB,1991,1st Tm,All-Conf.,,UPI
ThomTh00,Thurman Thomas,RB,1991,1st Tm,,RB,Associated Press
ThomTh00,Thurman Thomas,RB,1991,1st Tm,,,Pro Football Writers
ThomTh00,Thurman Thomas,RB,1991,1st Tm,,,Newspaper Ent. Assoc.
ThomTh00,Thurman Thomas,RB,1991,1st Tm,,,Pro Football Weekly
ThomTh00,Thurman Thomas,RB,1991,1st Tm,,,Sporting News
ThomTh00,Thurman Thomas,RB,1992,1st Tm,All-Conf.,,Pro Football Writers
ThomTh00,Thurman Thomas,RB,1992,1st Tm,All-Conf.,,UPI
ThomTh00,Thurman Thomas,RB,1992,2nd Tm,,RB,Associated Press
ThomTh00,Thurman Thomas,RB,1992,2nd Tm,,,Newspaper Ent. Assoc.
ThomTh00,Thurman Thomas,RB,1993,1st Tm,All-Conf.,,Pro Football Writers
ThomTh00,Thurman Thomas,RB,1993,1st Tm,All-Conf.,,UPI
ThomTh00,Thurman Thomas,RB,1993,2nd Tm,,RB,Associated Press
ThomTh00,Thurman Thomas,RB,1994,2nd Tm,All-Conf.,,UPI
