player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_td,rec_first_down,rec_success,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
DwigTi00,Tim Dwight,WR,1998,23,ATL,NFL,WR,3,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,33,0,1,75.0,21,8.3,11.0,1.3,4,8.3,33,0,0,
DwigTi00,Tim Dwight,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DwigTi00,Tim Dwight,WR,2004,29,SDG,NFL,WR,1,0,0,0,0,0,0,,0.0,0.0,,,0,0,0,0,,,,0.0,0.0,0,,0,0,0,
DwigTi00,Tim Dwight,WR,2005,30,NWE,NFL,WR,2,0,0,0,0,0,0,,0.0,0.0,,,0,0,0,0,,,,0.0,0.0,0,,0,0,1,
