player_id,player_name,position,year,team,level,pos,voters
FavrBr00,Brett Favre,QB,1995,1st Tm,All-Conf.,,Pro Football Writers
FavrBr00,Brett Favre,QB,1995,1st Tm,All-Conf.,,UPI
FavrBr00,Brett Favre,QB,1995,1st Tm,,QB,Associated Press
FavrBr00,Brett Favre,QB,1995,1st Tm,,,Pro Football Writers
FavrBr00,Brett Favre,QB,1995,1st Tm,,,Sporting News
FavrBr00,Brett Favre,QB,1996,1st Tm,All-Conf.,,Pro Football Writers
FavrBr00,Brett Favre,QB,1996,1st Tm,All-Conf.,,UPI
FavrBr00,Brett Favre,QB,1996,1st Tm,,QB,Associated Press
FavrBr00,Brett Favre,QB,1996,1st Tm,,,Pro Football Writers
FavrBr00,Brett Favre,QB,1996,1st Tm,,,Sporting News
FavrBr00,Brett Favre,QB,1997,1st Tm,All-Conf.,,Pro Football Writers
FavrBr00,Brett Favre,QB,1997,1st Tm,,QB,Associated Press
FavrBr00,Brett Favre,QB,1997,1st Tm,,,Pro Football Writers
FavrBr00,Brett Favre,QB,1997,1st Tm,,,Sporting News
FavrBr00,Brett Favre,QB,2001,2nd Tm,,QB,Associated Press
FavrBr00,Brett Favre,QB,2002,1st Tm,All-Conf.,,Pro Football Writers
FavrBr00,Brett Favre,QB,2002,2nd Tm,,QB,Associated Press
FavrBr00,Brett Favre,QB,2003,1st Tm,All-Conf.,,Pro Football Writers
FavrBr00,Brett Favre,QB,2007,1st Tm,All-Conf.,QB,Pro Football Writers
FavrBr00,Brett Favre,QB,2007,2nd Tm,,QB,Associated Press
