player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
FavrBr00,Brett Favre,QB,1993,24,GNB,NFL,QB,2,2,1-1-0,43,71,60.6,535,5,7.0,3,4.2,26,47.9,48,7.5,7.04,12.4,267.5,89.8,2,4,2.74,7.27,6.79,1,1,
FavrBr00,Brett Favre,QB,1994,25,GNB,NFL,QB,2,2,1-1-0,41,73,56.2,473,0,0.0,1,1.4,20,41.3,59,6.5,5.86,11.5,236.5,70.2,2,15,2.67,6.11,5.51,0,0,
FavrBr00,Brett Favre,QB,1995,26,GNB,NFL,QB,3,3,2-1-0,66,102,64.7,805,8,7.8,2,2.0,38,45.4,73,7.9,8.58,12.2,268.3,106.9,6,41,5.56,7.07,7.72,0,0,
FavrBr00,Brett Favre,QB,1996,27,GNB,NFL,QB,3,3,3-0-0,44,71,62.0,617,5,7.0,1,1.4,23,47.4,81,8.7,9.46,14.0,205.7,107.5,7,60,8.97,7.14,7.85,0,0,
FavrBr00,Brett Favre,QB,1997,28,GNB,NFL,QB,3,3,2-1-0,56,97,57.7,668,5,5.2,3,3.1,34,43.7,40,6.9,6.53,11.9,222.7,83.2,6,23,5.83,6.26,5.92,0,0,
FavrBr00,Brett Favre,QB,1998,29,GNB,NFL,QB,1,1,0-1-0,20,35,57.1,292,2,5.7,2,5.7,12,47.2,47,8.3,6.91,14.6,292.0,79.7,1,10,2.78,7.83,6.44,0,0,
FavrBr00,Brett Favre,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FavrBr00,Brett Favre,QB,2001,32,GNB,NFL,QB,2,2,1-1-0,48,73,65.8,550,4,5.5,7,9.6,27,52.6,51,7.5,4.32,11.5,275.0,67.0,3,23,3.95,6.93,3.84,0,1,
FavrBr00,Brett Favre,QB,2002,33,GNB,NFL,QB,1,1,0-1-0,20,42,47.6,247,1,2.4,2,4.8,12,31.8,37,5.9,4.21,12.4,247.0,54.4,2,14,4.55,5.30,3.70,0,0,
FavrBr00,Brett Favre,QB,2003,34,GNB,NFL,QB,2,2,1-1-0,41,66,62.1,499,3,4.5,1,1.5,21,53.7,44,7.6,7.79,12.2,249.5,94.2,1,9,1.49,7.31,7.54,1,0,
FavrBr00,Brett Favre,QB,2004,35,GNB,NFL,QB,1,1,0-1-0,22,33,66.7,216,1,3.0,4,12.1,13,51.4,28,6.5,1.70,9.8,216.0,55.4,2,15,5.71,5.74,1.17,0,0,
FavrBr00,Brett Favre,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FavrBr00,Brett Favre,QB,2007,38,GNB,NFL,QB,2,2,1-1-0,37,58,63.8,409,5,8.6,2,3.4,23,42.4,90,7.1,7.22,11.1,204.5,99.0,1,0,1.69,6.93,7.10,0,0,
FavrBr00,Brett Favre,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FavrBr00,Brett Favre,QB,2009,40,MIN,NFL,QB,2,2,1-1-0,43,70,61.4,544,5,7.1,2,2.9,28,47.9,47,7.8,7.91,12.7,272.0,97.6,3,20,4.11,7.18,7.32,0,0,
