player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,all_purpose_yds,awards
PickCa00,Carl Pickens,WR,1992,22,CIN,NFL,WR,16,10,18,229,1,95,12.7,0,0,0,0,555,AP ORoY-1
PickCa00,Carl Pickens,WR,1993,23,CIN,NFL,WR,13,12,4,16,0,9,4.0,0,0,0,0,581,
PickCa00,Carl Pickens,WR,1994,24,CIN,NFL,WR,15,15,9,62,0,16,6.9,0,0,0,0,1189,
PickCa00,Carl Pickens,WR,1995,25,CIN,NFL,WR,16,16,5,-2,0,4,-0.4,0,0,0,0,1238,"PB,AP-2"
PickCa00,Carl Pickens,WR,1996,26,CIN,NFL,WR,16,16,1,2,0,2,2.0,0,0,0,0,1184,"PB,AP-2"
