player_id,player_name,position,year_id,team_name_abbr,age,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,qb_hits,safety_md,awards
WinsKe01,Kellen Winslow,TE,2005,Did not play - Injured (torn ACL),,,,,,,,,,,,,,,,,,,,,,,
WinsKe01,Kellen Winslow,TE,2006,CLE,23,NFL,TE,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,AP CPoY-4
WinsKe01,Kellen Winslow,TE,2007,CLE,24,NFL,TE,16,14,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,PB
WinsKe01,Kellen Winslow,TE,2008,CLE,25,NFL,TE,10,8,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
WinsKe01,Kellen Winslow,TE,,,,,,,,,,,,,,,,,,,,,,,,,
WinsKe01,Kellen Winslow,TE,2010,TAM,27,NFL,TE,16,11,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
WinsKe01,Kellen Winslow,TE,2011,TAM,28,NFL,TE,16,15,0,0,0,0,0,0,2,0,-4,0,0.0,0,0,0,0,0,0,
