player_id,player_name,position,year,team,level,pos,voters
HolmPr00,Priest Holmes,RB,2001,1st Tm,All-Conf.,,Pro Football Writers
HolmPr00,Priest Holmes,RB,2001,1st Tm,,RB,Associated Press
HolmPr00,Priest Holmes,RB,2002,1st Tm,All-Conf.,,Pro Football Writers
HolmPr00,Priest Holmes,RB,2002,1st Tm,,RB,Associated Press
HolmPr00,Priest Holmes,RB,2002,1st Tm,,,Pro Football Writers
HolmPr00,Priest Holmes,RB,2002,1st Tm,,,Sporting News
HolmPr00,Priest Holmes,RB,2003,1st Tm,All-Conf.,,Pro Football Writers
HolmPr00,Priest Holmes,RB,2003,1st Tm,,RB,Associated Press
HolmPr00,Priest Holmes,RB,2003,1st Tm,,,Pro Football Writers
HolmPr00,Priest Holmes,RB,2003,1st Tm,,,Sporting News
