player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_yac,rec_broken_tackles,rec_drops,rec_target_int,awards
GlenMi00,Mike Glennon,QB,2019,30,OAK,NFL,QB,2,0,2,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,
GlenMi00,Mike Glennon,QB,2020,31,JAX,NFL,QB,5,5,6,17,2,14,2.3,3,0.5,0,0,0,0,0,0,0,0,0,0,
GlenMi00,Mike Glennon,QB,2021,32,NYG,NFL,QB,6,4,7,33,2,33,4.7,0,0.0,0,0,0,0,0,0,0,0,0,0,
