player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,kick_ret_yds_per_ret,all_purpose_yds,awards
WhitJa02,James White,RB,2016,24,NWE,NFL,RB,16,4,0,0,0,0,2,28,0,18,14.0,745,
WhitJa02,James White,RB,,,,,,,,,,,,,,,,,,
WhitJa02,James White,RB,2019,27,NWE,NFL,RB,15,1,0,0,0,0,2,41,0,21,20.5,949,
