player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,kick_ret_yds_per_ret,all_purpose_yds,awards
WallWe00,Wesley Walls,TE,1990,24,SFO,NFL,TE,16,0,0,0,0,0,1,16,0,16,16.0,43,
WallWe00,Wesley Walls,TE,,,,,,,,,,,,,,,,,,
WallWe00,Wesley Walls,TE,1995,29,NOR,NFL,TE,16,12,0,0,0,0,1,6,0,6,6.0,700,
