player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,av,awards
JureJo00,Joe Jurevicius,WR,1998,24,NYG,NFL,WR,14,1,22,9,146,16.2,0,6,31.8,59,0.6,10.4,40.9,6.6,0,0,0,0,0.0,0.0,9,16.2,146,0,0,1,
JureJo00,Joe Jurevicius,WR,1999,25,NYG,NFL,WR,16,1,40,18,318,17.7,1,12,45.0,71,1.1,19.9,45.0,8.0,0,0,0,0,0.0,0.0,18,17.7,318,1,1,2,
JureJo00,Joe Jurevicius,WR,2000,26,NYG,NFL,WR,14,3,48,24,272,11.3,1,17,47.9,43,1.7,19.4,50.0,5.7,0,0,0,0,0.0,0.0,24,11.3,272,1,1,3,
JureJo00,Joe Jurevicius,WR,2001,27,NYG,NFL,WR,14,9,92,51,706,13.8,3,36,52.2,46,3.6,50.4,55.4,7.7,0,0,0,0,0.0,0.0,51,13.8,706,3,0,5,
JureJo00,Joe Jurevicius,WR,2002,28,TAM,NFL,WR,15,3,52,37,423,11.4,4,24,61.5,26,2.5,28.2,71.2,8.1,0,0,0,0,0.0,0.0,37,11.4,423,4,1,4,
JureJo00,Joe Jurevicius,WR,2003,29,TAM,NFL,WR,5,2,24,12,118,9.8,2,9,41.7,22,2.4,23.6,50.0,4.9,0,0,0,0,0.0,0.0,12,9.8,118,2,0,1,
JureJo00,Joe Jurevicius,WR,2004,30,TAM,NFL,WR,10,3,37,27,333,12.3,2,15,62.2,42,2.7,33.3,73.0,9.0,0,0,0,0,0.0,0.0,27,12.3,333,2,0,3,
JureJo00,Joe Jurevicius,WR,2005,31,SEA,NFL,WR,16,12,84,55,694,12.6,10,39,61.9,52,3.4,43.4,65.5,8.3,0,0,0,0,0.0,0.0,55,12.6,694,10,1,8,
JureJo00,Joe Jurevicius,WR,2006,32,CLE,NFL,WR,13,8,65,40,495,12.4,3,31,55.4,52,3.1,38.1,61.5,7.6,0,0,0,0,0.0,0.0,40,12.4,495,3,0,3,
JureJo00,Joe Jurevicius,WR,2007,33,CLE,NFL,WR,16,12,81,50,614,12.3,3,34,51.9,50,3.1,38.4,61.7,7.6,0,0,0,0,0.0,0.0,50,12.3,614,3,0,6,
