player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,awards
CousKi00,Kirk Cousins,QB,2019,31,MIN,NFL,QB,2,2,40,60,438,7.3,238,6.0,4.0,176,4.4,2,0,0,2,3.3,8,13.3,44,73.3,2.5,14,6,4,18,26.5,0,0,0,0,0,0,0,18,107,
CousKi00,Kirk Cousins,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CousKi00,Kirk Cousins,QB,2022,34,MIN,NFL,QB,1,1,31,39,259,6.6,146,4.7,3.7,127,4.1,0,1,0,1,2.6,4,10.5,32,84.2,2.1,5,1,12,13,33.3,0,0,0,0,0,0,0,9,61,
