player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,awards
CousKi00,Kirk Cousins,QB,2019,31,MIN,NFL,QB,2,2,2,-1,0,-1,-0.5,0,0.0,0,0,0,0,0,0,,0,,,0,0,,,,
CousKi00,Kirk Cousins,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CousKi00,Kirk Cousins,QB,2022,34,MIN,NFL,QB,1,1,1,1,1,1,1.0,0,0.0,0,1,1,-2,0,-6,-6.0,4,4.0,-6.0,0,0,0.0,0,79.2,
