player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,two_pt_md,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
KirbTe00,Terry Kirby,RB,1993,23,MIA,NFL,RB,16,8,3,3,0,0,0,0,0,6,,0,0,0,0,0,36,2.3,
KirbTe00,Terry Kirby,RB,1994,24,MIA,NFL,RB,4,4,2,0,0,0,0,0,0,2,1,0,0,0,0,0,14,3.5,
KirbTe00,Terry Kirby,RB,1995,25,MIA,NFL,RB,16,4,4,3,0,0,0,0,0,7,0,0,0,0,0,0,42,2.6,
KirbTe00,Terry Kirby,RB,1996,26,SFO,NFL,RB,14,10,3,1,0,0,0,0,0,4,0,0,0,0,0,0,24,1.7,
KirbTe00,Terry Kirby,RB,1997,27,SFO,NFL,RB,16,3,6,1,0,1,0,0,0,8,2,0,0,0,0,0,52,3.3,
KirbTe00,Terry Kirby,RB,1998,28,SFO,NFL,RB,9,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,18,2.0,
KirbTe00,Terry Kirby,RB,1999,29,CLE,NFL,RB,16,10,6,3,0,0,0,0,0,9,0,0,0,0,0,0,54,3.4,
KirbTe00,Terry Kirby,RB,,,,,,,,,,,,,,,,,,,,,,,,
KirbTe00,Terry Kirby,RB,2001,31,OAK,NFL,RB,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0.5,
KirbTe00,Terry Kirby,RB,2002,32,OAK,NFL,RB,6,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,18,3.0,
