player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,safety_md,awards
ConwCu00,Curtis Conway,WR,1993,22,CHI,NFL,WR,16,7,0,0,0,0,,0,1,0,0,0,0.0,0,0,0,,0,
ConwCu00,Curtis Conway,WR,1994,23,CHI,NFL,WR,13,12,0,0,0,0,,0,2,1,0,0,0.0,0,0,0,,0,
ConwCu00,Curtis Conway,WR,,,,,,,,,,,,,,,,,,,,,,,,
ConwCu00,Curtis Conway,WR,1996,25,CHI,NFL,WR,16,16,0,0,0,0,,0,1,0,0,0,0.0,0,0,0,,0,
ConwCu00,Curtis Conway,WR,,,,,,,,,,,,,,,,,,,,,,,,
ConwCu00,Curtis Conway,WR,1998,27,CHI,NFL,WR,15,15,0,0,0,0,,0,1,1,0,0,0.0,0,0,0,,0,
ConwCu00,Curtis Conway,WR,1999,28,CHI,NFL,WR,9,8,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,
ConwCu00,Curtis Conway,WR,,,,,,,,,,,,,,,,,,,,,,,,
ConwCu00,Curtis Conway,WR,2001,30,SDG,NFL,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,
ConwCu00,Curtis Conway,WR,2002,31,SDG,NFL,WR,13,13,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,
