player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
HendDe00,Devery Henderson,WR,2006,24,NOR,NFL,WR,2,1,5,3,92,30.7,0,3,60.0,40,1.5,46.0,60.0,18.4,0,0,0,0,,,,0.0,0.0,3,30.7,92,0,0,
HendDe00,Devery Henderson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HendDe00,Devery Henderson,WR,2009,27,NOR,NFL,WR,3,3,18,15,182,12.1,2,9,72.2,44,5.0,60.7,83.3,10.1,1,-7,0,0,0.0,-7,-7.0,-2.3,0.3,16,10.9,175,2,0,
HendDe00,Devery Henderson,WR,2010,28,NOR,NFL,WR,1,1,8,7,77,11.0,1,3,75.0,40,7.0,77.0,87.5,9.6,0,0,0,0,,,,0.0,0.0,7,11.0,77,1,0,
HendDe00,Devery Henderson,WR,2011,29,NOR,NFL,WR,2,2,10,6,113,18.8,1,5,60.0,41,3.0,56.5,60.0,11.3,1,4,0,0,100.0,4,4.0,2.0,0.5,7,16.7,117,1,0,
