player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_yac,rec_broken_tackles,rec_drops,awards
GoffJa00,Jared Goff,QB,2018,24,LAR,NFL,QB,3,3,9,22,3,20,2.2,2,0.2,0,0,0,0,0,0,0,0,0,
GoffJa00,Jared Goff,QB,,,,,,,,,,,,,,,,,,,,,,,,
GoffJa00,Jared Goff,QB,2020,26,LAR,NFL,QB,2,1,5,10,1,10,2.0,0,0.0,0,0,0,0,0,0,0,0,0,
GoffJa00,Jared Goff,QB,,,,,,,,,,,,,,,,,,,,,,,,
GoffJa00,Jared Goff,QB,2023,29,DET,NFL,QB,3,3,9,3,1,3,0.3,0,0.0,0,0,0,0,0,0,0,0,0,
GoffJa00,Jared Goff,QB,2024,30,DET,NFL,QB,1,1,1,7,1,7,7.0,0,0.0,0,0,0,0,0,0,0,0,0,
