player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,safety_md,awards
SmitAn00,Antowain Smith,RB,1997,25,BUF,NFL,RB,16,0,0,0,0,0,,0,4,0,0,0,0.0,0,0,0,,0,AP ORoY-4
SmitAn00,Antowain Smith,RB,1998,26,BUF,NFL,RB,16,14,0,0,0,0,,0,5,2,0,0,0.0,0,0,0,,0,
SmitAn00,Antowain Smith,RB,1999,27,BUF,NFL,RB,14,11,0,0,0,0,0,0,4,0,0,0,0.0,,,,,0,
SmitAn00,Antowain Smith,RB,2000,28,BUF,NFL,RB,11,3,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
SmitAn00,Antowain Smith,RB,2001,29,NWE,NFL,RB,16,15,0,0,0,0,0,0,4,1,0,0,0.0,1,0,1,0,0,
SmitAn00,Antowain Smith,RB,2002,30,NWE,NFL,RB,16,15,0,0,0,0,0,0,2,3,0,0,0.0,,,,,0,
SmitAn00,Antowain Smith,RB,2003,31,NWE,NFL,RB,13,6,0,0,0,0,0,0,1,0,0,0,0.0,,,,,0,
SmitAn00,Antowain Smith,RB,2004,32,TEN,NFL,RB,13,4,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,
SmitAn00,Antowain Smith,RB,2005,33,NOR,NFL,RB,16,7,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,
