player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_yac,rec_broken_tackles,rec_drops,awards
HennCh01,Chad Henne,QB,2020,35,KAN,NFL,QB,1,0,2,12,0,12,6.0,0,0.0,0,0,0,0,0,0,0,0,0,
HennCh01,Chad Henne,QB,,,,,,,,,,,,,,,,,,,,,,,,
HennCh01,Chad Henne,QB,2022,37,KAN,NFL,QB,1,0,1,-1,0,-1,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,
