player_id,player_name,position,year,team,level,pos,voters
SandBa00,Barry Sanders,RB,1989,1st Tm,All-Conf.,,Pro Football Weekly
SandBa00,Barry Sanders,RB,1989,1st Tm,All-Conf.,,UPI
SandBa00,Barry Sanders,RB,1989,1st Tm,,RB,Associated Press
SandBa00,Barry Sanders,RB,1989,1st Tm,,,Pro Football Writers
SandBa00,Barry Sanders,RB,1989,2nd Tm,,,Newspaper Ent. Assoc.
SandBa00,Barry Sanders,RB,1989,1st Tm,,,Pro Football Weekly
SandBa00,Barry Sanders,RB,1989,1st Tm,,,Sporting News
SandBa00,Barry Sanders,RB,1990,1st Tm,All-Conf.,,Pro Football Weekly
SandBa00,Barry Sanders,RB,1990,1st Tm,All-Conf.,,UPI
SandBa00,Barry Sanders,RB,1990,1st Tm,,RB,Associated Press
SandBa00,Barry Sanders,RB,1990,1st Tm,,,Pro Football Writers
SandBa00,Barry Sanders,RB,1990,1st Tm,,,Newspaper Ent. Assoc.
SandBa00,Barry Sanders,RB,1990,1st Tm,,,Pro Football Weekly
SandBa00,Barry Sanders,RB,1990,1st Tm,,,Sporting News
SandBa00,Barry Sanders,RB,1991,1st Tm,All-Conf.,,Pro Football Weekly
SandBa00,Barry Sanders,RB,1991,1st Tm,All-Conf.,,UPI
SandBa00,Barry Sanders,RB,1991,1st Tm,,RB,Associated Press
SandBa00,Barry Sanders,RB,1991,1st Tm,,,Pro Football Writers
SandBa00,Barry Sanders,RB,1991,1st Tm,,,Newspaper Ent. Assoc.
SandBa00,Barry Sanders,RB,1991,1st Tm,,,Pro Football Weekly
SandBa00,Barry Sanders,RB,1991,1st Tm,,,Sporting News
SandBa00,Barry Sanders,RB,1992,1st Tm,All-Conf.,,Pro Football Writers
SandBa00,Barry Sanders,RB,1992,1st Tm,All-Conf.,,UPI
SandBa00,Barry Sanders,RB,1992,2nd Tm,,RB,Associated Press
SandBa00,Barry Sanders,RB,1992,2nd Tm,,,Newspaper Ent. Assoc.
SandBa00,Barry Sanders,RB,1993,2nd Tm,,RB,Associated Press
SandBa00,Barry Sanders,RB,1993,1st Tm,,,Sporting News
SandBa00,Barry Sanders,RB,1994,1st Tm,All-Conf.,,Pro Football Writers
SandBa00,Barry Sanders,RB,1994,1st Tm,All-Conf.,,UPI
SandBa00,Barry Sanders,RB,1994,1st Tm,,RB,Associated Press
SandBa00,Barry Sanders,RB,1994,1st Tm,,,Pro Football Writers
SandBa00,Barry Sanders,RB,1994,1st Tm,,,Sporting News
SandBa00,Barry Sanders,RB,1995,1st Tm,All-Conf.,,Pro Football Writers
SandBa00,Barry Sanders,RB,1995,1st Tm,All-Conf.,,UPI
SandBa00,Barry Sanders,RB,1995,1st Tm,,RB,Associated Press
SandBa00,Barry Sanders,RB,1995,1st Tm,,,Pro Football Writers
SandBa00,Barry Sanders,RB,1995,1st Tm,,,Sporting News
SandBa00,Barry Sanders,RB,1996,1st Tm,All-Conf.,,Pro Football Writers
SandBa00,Barry Sanders,RB,1996,1st Tm,All-Conf.,,UPI
SandBa00,Barry Sanders,RB,1996,2nd Tm,,RB,Associated Press
SandBa00,Barry Sanders,RB,1996,1st Tm,,,Pro Football Writers
SandBa00,Barry Sanders,RB,1996,1st Tm,,,Sporting News
SandBa00,Barry Sanders,RB,1997,1st Tm,All-Conf.,,Pro Football Writers
SandBa00,Barry Sanders,RB,1997,1st Tm,,RB,Associated Press
SandBa00,Barry Sanders,RB,1997,1st Tm,,,Pro Football Writers
SandBa00,Barry Sanders,RB,1997,1st Tm,,,Sporting News
SandBa00,Barry Sanders,RB,1998,2nd Tm,,RB,Associated Press
