player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,av,awards
ShulMi00,Mickey Shuler,TE,1978,22,NYJ,NFL,TE,16,1,13,11,67,6.1,3,7,69.2,15,0.7,4.2,84.6,5.2,0,0,0,0,0.0,0.0,11,6.1,67,3,1,1,
ShulMi00,Mickey Shuler,TE,1979,23,NYJ,NFL,TE,16,6,27,16,225,14.1,3,10,44.4,46,1.0,14.1,59.3,8.3,0,0,0,0,0.0,0.0,16,14.1,225,3,1,2,
ShulMi00,Mickey Shuler,TE,1980,24,NYJ,NFL,TE,16,9,35,22,226,10.3,2,11,48.6,26,1.4,14.1,62.9,6.5,0,0,0,0,0.0,0.0,22,10.3,226,2,1,2,
ShulMi00,Mickey Shuler,TE,1981,25,NYJ,NFL,TE,6,0,0,0,0,,0,0,,,0.0,0.0,,,0,0,0,0,0.0,0.0,0,,0,0,0,0,
ShulMi00,Mickey Shuler,TE,1982,26,NYJ,NFL,TE,9,3,11,8,132,16.5,3,7,72.7,51,0.9,14.7,72.7,12.0,0,0,0,0,0.0,0.0,8,16.5,132,3,0,2,
ShulMi00,Mickey Shuler,TE,1983,27,NYJ,NFL,TE,16,6,42,26,272,10.5,1,13,54.8,28,1.6,17.0,61.9,6.5,0,0,0,0,0.0,0.0,26,10.5,272,1,0,2,
ShulMi00,Mickey Shuler,TE,1984,28,NYJ,NFL,TE,16,16,105,68,782,11.5,6,45,54.3,49,4.3,48.9,64.8,7.4,0,0,0,0,0.0,0.0,68,11.5,782,6,1,8,
ShulMi00,Mickey Shuler,TE,1985,29,NYJ,NFL,TE,16,13,106,76,879,11.6,7,51,65.1,35,4.8,54.9,71.7,8.3,0,0,0,0,0.0,0.0,76,11.6,879,7,1,9,
ShulMi00,Mickey Shuler,TE,1986,30,NYJ,NFL,TE,16,16,104,69,675,9.8,4,38,58.7,36,4.3,42.2,66.3,6.5,0,0,0,0,0.0,0.0,69,9.8,675,4,0,7,PB
ShulMi00,Mickey Shuler,TE,1987,31,NYJ,NFL,TE,11,10,75,43,434,10.1,3,26,50.7,32,3.9,39.5,57.3,5.8,0,0,0,0,0.0,0.0,43,10.1,434,3,2,4,
ShulMi00,Mickey Shuler,TE,1988,32,NYJ,NFL,TE,15,15,102,70,805,11.5,5,49,62.7,42,4.7,53.7,68.6,7.9,0,0,0,0,0.0,0.0,70,11.5,805,5,1,9,"PB,AP-2"
ShulMi00,Mickey Shuler,TE,1989,33,NYJ,NFL,TE,7,7,37,29,322,11.1,0,16,70.3,22,4.1,46.0,78.4,8.7,0,0,0,0,0.0,0.0,29,11.1,322,0,0,2,
ShulMi00,Mickey Shuler,TE,1990,34,PHI,NFL,TE,16,5,25,18,190,10.6,0,8,56.0,25,1.1,11.9,72.0,7.6,0,0,0,0,0.0,0.0,18,10.6,190,0,1,2,
ShulMi00,Mickey Shuler,TE,1991,35,PHI,NFL,TE,4,0,8,6,91,15.2,0,4,62.5,21,1.5,22.8,75.0,11.4,0,0,0,0,0.0,0.0,6,15.2,91,0,0,1,
