player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,qb_hits,safety_md,awards
WilsJe01,Jeff Wilson,RB,2018,23,SFO,NFL,RB,6,2,0,0,0,0,0,0,3,0,0,0,0.0,1,1,0,0,0,0,
WilsJe01,Jeff Wilson,RB,2019,24,SFO,NFL,RB,10,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
WilsJe01,Jeff Wilson,RB,2020,25,SFO,NFL,RB,12,3,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
WilsJe01,Jeff Wilson,RB,2021,26,SFO,NFL,RB,9,4,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0,0,0,
WilsJe01,Jeff Wilson,RB,2022,27,2TM,NFL,RB,16,7,0,0,0,0,0,0,3,1,0,0,0.0,2,2,0,0,0,0,
WilsJe01,Jeff Wilson,RB,2022,27,SFO,NFL,RB,8,6,0,0,0,0,0,0,2,1,0,0,0.0,1,1,0,0,0,0,
WilsJe01,Jeff Wilson,RB,2022,27,MIA,NFL,RB,8,1,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,
WilsJe01,Jeff Wilson,RB,,,,,,,,,,,,,,,,,,,,,,,,,
WilsJe01,Jeff Wilson,RB,2024,29,MIA,NFL,RB,9,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
