player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,awards
WilsJe01,Jeff Wilson,RB,2019,24,SFO,NFL,RB,1,0,0,0,0,0,,0,,0,1,1,20,1,4,4.0,16,16.0,4.0,0,,0,0.0,0,118.7,
WilsJe01,Jeff Wilson,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WilsJe01,Jeff Wilson,RB,2022,27,MIA,NFL,RB,1,1,10,23,1,22,2.2,1,0.1,0,4,1,13,1,-3,-3.0,16,16.0,2.3,1,1.0,1,25.0,0,40.6,
WilsJe01,Jeff Wilson,RB,2023,28,MIA,NFL,RB,1,0,0,0,0,0,,0,,0,2,1,6,0,-3,-3.0,9,9.0,-0.5,0,,0,0.0,0,56.2,
