player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,kick_ret_yds_per_ret,all_purpose_yds,awards
FaulKe00,Kevin Faulk,RB,1999,23,NWE,NFL,RB,11,2,10,90,0,20,9.0,39,943,0,95,24.2,1349,
FaulKe00,Kevin Faulk,RB,2000,24,NWE,NFL,RB,16,9,6,58,0,35,9.7,38,816,0,40,21.5,1909,
FaulKe00,Kevin Faulk,RB,2001,25,NWE,NFL,RB,15,1,4,27,0,10,6.8,33,662,0,42,20.1,1047,
FaulKe00,Kevin Faulk,RB,2002,26,NWE,NFL,RB,15,0,8,65,0,16,8.1,26,725,2,87,27.9,1440,
FaulKe00,Kevin Faulk,RB,2003,27,NWE,NFL,RB,15,8,5,66,0,19,13.2,10,207,0,30,20.7,1351,
FaulKe00,Kevin Faulk,RB,2004,28,NWE,NFL,RB,11,1,20,133,0,16,6.7,4,73,0,24,18.3,709,
FaulKe00,Kevin Faulk,RB,2005,29,NWE,NFL,RB,8,2,0,0,0,0,,4,81,0,26,20.3,486,
FaulKe00,Kevin Faulk,RB,2006,30,NWE,NFL,RB,15,1,31,330,0,43,10.6,17,364,0,31,21.4,1173,
FaulKe00,Kevin Faulk,RB,2007,31,NWE,NFL,RB,16,8,0,0,0,0,,2,47,0,27,23.5,695,
FaulKe00,Kevin Faulk,RB,2008,32,NWE,NFL,RB,15,3,10,132,0,24,13.2,2,36,0,25,18.0,1161,
FaulKe00,Kevin Faulk,RB,2009,33,NWE,NFL,RB,15,7,5,31,0,15,6.2,6,144,0,32,24.0,811,
FaulKe00,Kevin Faulk,RB,,,,,,,,,,,,,,,,,,,
FaulKe00,Kevin Faulk,RB,2011,35,NWE,NFL,RB,7,3,2,11,0,7,5.5,0,0,0,0,,102,
