player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
AndrWi00,William Andrews,RB,1982,27,ATL,NFL,FB,9,9,0,0,,0,0,,0,,0,,,0.0,,1,2,100.00,-2.00,-2.00,0,0,"PB,AP-2"
AndrWi00,William Andrews,RB,1983,28,ATL,NFL,RB,16,16,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.00,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB
AndrWi00,William Andrews,RB,1984,,Did not play - Injured (knee),,,,,,,,,,,,,,,,,,,,,,,,,
