player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
JohnLa00,Larry Johnson,RB,2006,27,KAN,NFL,RB,16,16,0,1,0.0,0,0,0.0,0,0.0,0,,0.0,0.00,,0.0,39.6,26.5,0,0,0.00,0.00,0.00,0,0,"PB,AP-1"
JohnLa00,Larry Johnson,RB,2007,28,KAN,NFL,RB,8,8,0,1,0.0,0,0,0.0,0,0.0,0,,0.0,0.00,,0.0,39.6,7.6,0,0,0.00,0.00,0.00,0,0,
JohnLa00,Larry Johnson,RB,2008,29,KAN,NFL,RB,12,12,1,1,100.0,4,1,100.0,0,0.0,0,4,4.0,24.00,4.0,0.3,122.9,91.8,0,0,0.00,4.00,24.00,0,0,
