player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,kick_ret_yds_per_ret,all_purpose_yds,awards
NelsDa00,Darrin Nelson,RB,1982,23,MIN,NFL,RB,7,4,0,0,0,0,,6,132,0,33,22.0,360,
NelsDa00,Darrin Nelson,RB,1983,24,MIN,NFL,RB,15,10,0,0,0,0,,18,445,0,50,24.7,1705,
NelsDa00,Darrin Nelson,RB,1984,25,MIN,NFL,RB,15,8,23,180,0,21,7.8,39,891,0,47,22.8,1639,
NelsDa00,Darrin Nelson,RB,1985,26,MIN,NFL,RB,16,10,16,133,0,21,8.3,3,51,0,26,17.0,1394,
NelsDa00,Darrin Nelson,RB,1986,27,MIN,NFL,RB,16,16,0,0,0,0,,3,105,0,40,35.0,1491,
NelsDa00,Darrin Nelson,RB,1987,28,MIN,NFL,RB,10,9,0,0,0,0,,7,164,0,42,23.4,935,
NelsDa00,Darrin Nelson,RB,1988,29,MIN,NFL,RB,13,11,0,0,0,0,,9,210,0,30,23.3,695,
NelsDa00,Darrin Nelson,RB,1989,30,2TM,NFL,RB,14,0,0,0,0,0,,14,317,0,32,22.6,1018,
NelsDa00,Darrin Nelson,RB,1989,30,MIN,NFL,RB,5,0,0,0,0,0,,14,317,0,32,22.6,493,
NelsDa00,Darrin Nelson,RB,1990,31,SDG,NFL,RB,14,0,3,44,0,33,14.7,4,36,0,26,9.0,123,
NelsDa00,Darrin Nelson,RB,1991,32,MIN,NFL,RB,16,0,0,0,0,0,,31,682,0,50,22.0,1034,
NelsDa00,Darrin Nelson,RB,1992,33,MIN,NFL,RB,16,0,0,0,0,0,,29,626,0,53,21.6,631,
