player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,two_pt_md,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
CurtKe00,Kevin Curtis,WR,2004,26,STL,NFL,WR,15,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,14,0.9,
CurtKe00,Kevin Curtis,WR,2005,27,STL,NFL,WR,16,9,1,6,0,0,0,0,0,7,0,0,0,0,0,0,42,2.6,
CurtKe00,Kevin Curtis,WR,2006,28,STL,NFL,WR,16,1,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.5,
CurtKe00,Kevin Curtis,WR,2007,29,PHI,NFL,WR,16,16,0,6,0,0,2,0,0,8,0,0,0,0,0,0,48,3.0,
CurtKe00,Kevin Curtis,WR,2008,30,PHI,NFL,WR,9,8,0,2,0,0,0,0,0,2,0,0,0,0,0,0,12,1.3,
