player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_first_down,pass_yds_per_g,pass_sacked,pass_sacked_yds,comebacks,gwd,awards
WallSe00,Seneca Wallace,QB,2005,25,SEA,NFL,QB,2,0,0,0,0,0,0,0,0.0,,,0,0,
WallSe00,Seneca Wallace,QB,2006,26,SEA,NFL,QB,1,1,0,0,0,0,0,0,0.0,,,0,0,
WallSe00,Seneca Wallace,QB,2007,27,SEA,NFL,QB,1,0,0,0,0,0,0,0,0.0,0,0,0,0,
