player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,two_pt_md,def_two_pt,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
BradTo00,Tom Brady,QB,2002,25,NWE,NFL,QB,16,16,1,0,0,0,0,0,0,1,0,,0,0,0,0,0,6,0.4,
BradTo00,Tom Brady,QB,2003,26,NWE,NFL,QB,16,16,1,0,0,0,0,0,0,1,0,,0,0,0,0,0,6,0.4,AP MVP-3
BradTo00,Tom Brady,QB,,,,,,,,,,,,,,,,,,,,,,,,,
BradTo00,Tom Brady,QB,2005,28,NWE,NFL,QB,16,16,1,0,0,0,0,0,0,1,0,,0,0,0,0,0,6,0.4,"PB,AP-2,AP MVP-3,AP OPoY-4"
BradTo00,Tom Brady,QB,,,,,,,,,,,,,,,,,,,,,,,,,
BradTo00,Tom Brady,QB,2007,30,NWE,NFL,QB,16,16,2,0,0,0,0,0,0,2,0,,0,0,0,0,0,12,0.8,"PB,AP-1,AP MVP-1,AP OPoY-1"
BradTo00,Tom Brady,QB,,,,,,,,,,,,,,,,,,,,,,,,,
BradTo00,Tom Brady,QB,2009,32,NWE,NFL,QB,16,16,1,0,0,0,0,0,0,1,0,,0,0,0,0,0,6,0.4,"PB,AP CPoY-1"
BradTo00,Tom Brady,QB,2010,33,NWE,NFL,QB,16,16,1,0,0,0,0,0,0,1,0,,0,0,0,0,0,6,0.4,"PB,AP-1,AP MVP-1,AP OPoY-1"
BradTo00,Tom Brady,QB,2011,34,NWE,NFL,QB,16,16,3,0,0,0,0,0,0,3,0,,0,0,0,0,0,18,1.1,PB
BradTo00,Tom Brady,QB,2012,35,NWE,NFL,QB,16,16,4,0,0,0,0,0,0,4,0,,0,0,0,0,0,24,1.5,"PB,AP OPoY-3"
BradTo00,Tom Brady,QB,,,,,,,,,,,,,,,,,,,,,,,,,
BradTo00,Tom Brady,QB,2015,38,NWE,NFL,QB,16,16,3,0,0,0,0,0,0,3,0,,0,0,0,0,0,18,1.1,"PB,AP MVP-2,AP OPoY-4"
BradTo00,Tom Brady,QB,,,,,,,,,,,,,,,,,,,,,,,,,
BradTo00,Tom Brady,QB,2018,41,NWE,NFL,QB,16,16,2,0,0,0,0,0,0,2,0,,0,0,0,0,0,12,0.8,PB
BradTo00,Tom Brady,QB,2019,42,NWE,NFL,QB,16,16,3,0,0,0,0,0,0,3,0,,0,0,0,0,0,18,1.1,
BradTo00,Tom Brady,QB,2020,43,TAM,NFL,QB,16,16,3,0,0,0,0,0,0,3,0,,0,0,0,0,0,18,1.1,
BradTo00,Tom Brady,QB,2021,44,TAM,NFL,QB,17,17,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0.7,"PB,AP-2,AP MVP-2,AP OPoY-3"
BradTo00,Tom Brady,QB,2022,45,TAM,NFL,QB,17,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.4,
