player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
BradTo00,Tom Brady,QB,2001,24,NWE,NFL,QB,3,3,3-0-0,60,97,61.9,572,1,1.0,1,1.0,29,45.1,29,5.9,5.64,9.5,190.7,77.3,5,36,4.90,5.25,5.01,1,2,SB MVP
BradTo00,Tom Brady,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BradTo00,Tom Brady,QB,2003,26,NWE,NFL,QB,3,3,3-0-0,75,126,59.5,792,5,4.0,2,1.6,43,47.6,52,6.3,6.37,10.6,264.0,84.5,0,0,0.00,6.29,6.37,1,2,SB MVP
BradTo00,Tom Brady,QB,2004,27,NWE,NFL,QB,3,3,3-0-0,55,81,67.9,587,5,6.2,0,0.0,32,48.9,60,7.2,8.48,10.7,195.7,109.4,7,57,7.95,6.02,7.16,0,1,
BradTo00,Tom Brady,QB,2005,28,NWE,NFL,QB,2,2,1-1-0,35,63,55.6,542,4,6.3,2,3.2,22,43.3,73,8.6,8.44,15.5,271.0,92.2,4,12,5.97,7.91,7.76,0,0,
BradTo00,Tom Brady,QB,2006,29,NWE,NFL,QB,3,3,2-1-0,70,119,58.8,724,5,4.2,4,3.4,35,43.1,49,6.1,5.41,10.3,241.3,76.5,4,22,3.25,5.71,5.06,1,1,
BradTo00,Tom Brady,QB,2007,30,NWE,NFL,QB,3,3,2-1-0,77,109,70.6,737,6,5.5,3,2.8,41,56.4,53,6.8,6.62,9.6,245.7,96.0,8,52,6.84,5.85,5.73,0,0,
BradTo00,Tom Brady,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BradTo00,Tom Brady,QB,2009,32,NWE,NFL,QB,1,1,0-1-0,23,42,54.8,154,2,4.8,3,7.1,9,37.8,24,3.7,1.40,6.7,154.0,49.1,3,22,6.67,2.93,0.82,0,0,
BradTo00,Tom Brady,QB,2010,33,NWE,NFL,QB,1,1,0-1-0,29,45,64.4,299,2,4.4,1,2.2,19,50.0,37,6.6,6.53,10.3,299.0,89.0,5,40,10.00,5.18,5.08,0,0,
BradTo00,Tom Brady,QB,2011,34,NWE,NFL,QB,3,3,2-1-0,75,111,67.6,878,8,7.2,4,3.6,49,62.3,61,7.9,7.73,11.7,292.7,100.4,3,15,2.63,7.57,7.39,1,1,
BradTo00,Tom Brady,QB,2012,35,NWE,NFL,QB,2,2,1-1-0,54,94,57.4,664,4,4.3,2,2.1,34,53.7,47,7.1,6.96,12.3,332.0,84.7,1,9,1.05,6.89,6.79,0,0,
BradTo00,Tom Brady,QB,2013,36,NWE,NFL,QB,2,2,1-1-0,37,63,58.7,475,1,1.6,0,0.0,24,50.7,53,7.5,7.86,12.8,237.5,87.7,4,34,5.97,6.58,6.88,0,0,
BradTo00,Tom Brady,QB,2014,37,NWE,NFL,QB,3,3,3-0-0,93,135,68.9,921,10,7.4,4,3.0,56,57.6,46,6.8,6.97,9.9,307.0,100.3,4,24,2.88,6.45,6.60,2,2,SB MVP
BradTo00,Tom Brady,QB,2015,38,NWE,NFL,QB,2,2,1-1-0,55,98,56.1,612,3,3.1,2,2.0,31,40.2,42,6.2,5.94,11.1,306.0,76.6,4,18,3.92,5.82,5.53,0,0,
BradTo00,Tom Brady,QB,2016,39,NWE,NFL,QB,3,3,3-0-0,93,142,65.5,1137,7,4.9,3,2.1,55,49.0,48,8.0,8.04,12.2,379.0,97.7,9,42,5.96,7.25,7.28,1,1,SB MVP
BradTo00,Tom Brady,QB,2017,40,NWE,NFL,QB,3,3,2-1-0,89,139,64.0,1132,8,5.8,0,0.0,60,53.1,50,8.1,9.29,12.7,377.3,108.6,4,17,2.80,7.80,8.92,1,1,
BradTo00,Tom Brady,QB,2018,41,NWE,NFL,QB,3,3,3-0-0,85,125,68.0,953,2,1.6,3,2.4,50,55.6,35,7.6,6.86,11.2,317.7,85.8,1,9,0.79,7.49,6.74,1,2,
BradTo00,Tom Brady,QB,2019,42,NWE,NFL,QB,1,1,0-1-0,20,37,54.1,209,0,0.0,1,2.7,11,45.9,29,5.6,4.43,10.5,209.0,59.4,0,0,0.00,5.65,4.43,0,0,
BradTo00,Tom Brady,QB,2020,43,TAM,NFL,QB,4,4,4-0-0,81,138,58.7,1061,10,7.2,3,2.2,55,47.2,52,7.7,8.16,13.1,265.3,98.1,6,37,4.17,7.11,7.56,0,1,SB MVP
BradTo00,Tom Brady,QB,2021,44,TAM,NFL,QB,2,2,1-1-0,59,91,64.8,600,3,3.3,1,1.1,28,44.9,55,6.6,6.76,10.2,300.0,90.0,7,49,7.14,5.62,5.78,0,0,
BradTo00,Tom Brady,QB,2022,45,TAM,NFL,QB,1,1,0-1-0,35,66,53.0,351,2,3.0,1,1.5,20,42.6,30,5.3,5.24,10.0,351.0,72.2,2,17,2.94,4.91,4.84,0,0,
