player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt,punt_yds,punt_yds_per_punt,punt_ret_yds_opp,punt_net_yds,punt_net_yds_per_punt,punt_long,punt_tb,punt_tb_pct,punt_in_20,punt_in_20_pct,punt_blocked,awards
BradTo00,Tom Brady,QB,2003,26,NWE,NFL,QB,16,16,1,36,36.0,0,36,36.0,36,0,0.0,1,100.0,0,AP MVP-3
BradTo00,Tom Brady,QB,,,,,,,,,,,,,,,,,,,,
BradTo00,Tom Brady,QB,2013,36,NWE,NFL,QB,16,16,1,32,32.0,0,32,32.0,32,0,0.0,0,0.0,0,"PB,AP MVP-2,AP OPoY-4"
