player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,awards
BrowCh10,Chase Brown,RB,2023,23,CIN,NFL,RB,12,0,44,179,6,52,1.2,127,2.9,2,22.0,15,14,156,4,-38,-2.7,194,13.9,-3.0,2,7.0,0,0.0,0,132.2,
BrowCh10,Chase Brown,RB,2024,24,CIN,NFL,RB,16,10,229,990,49,599,2.6,391,1.7,23,10.0,65,54,360,23,34,0.6,326,6.0,0.8,2,27.0,2,3.1,0,110.3,
BrowCh10,Chase Brown,RB,2025,25,CIN,NFL,RB,9,9,108,420,22,180,1.7,240,2.2,7,15.4,45,33,201,8,-2,-0.1,203,6.2,0.6,4,8.3,3,6.7,2,70.7,
