player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,all_purpose_yds,awards
BushRe00,Reggie Bush,RB,2006,21,NOR,NFL,RB,2,1,6,31,0,11,5.2,0,0,0,0,256,
BushRe00,Reggie Bush,RB,,,,,,,,,,,,,,,,,,
BushRe00,Reggie Bush,RB,2009,24,NOR,NFL,RB,3,2,5,113,1,83,22.6,0,0,0,0,325,
