player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,two_pt_md,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
MartTo00,Tony Martin,WR,1990,25,MIA,NFL,WR,16,5,0,2,0,0,0,0,0,2,,0,0,0,0,0,12,0.8,
MartTo00,Tony Martin,WR,1991,26,MIA,NFL,WR,16,0,0,2,0,0,0,0,0,2,,0,0,0,0,0,12,0.8,
MartTo00,Tony Martin,WR,1992,27,MIA,NFL,WR,16,3,0,2,0,0,0,0,0,2,,0,0,0,0,0,12,0.8,
MartTo00,Tony Martin,WR,1993,28,MIA,NFL,WR,12,0,0,3,0,0,0,0,0,3,,0,0,0,0,0,18,1.5,
MartTo00,Tony Martin,WR,1994,29,SDG,NFL,WR,16,1,0,7,0,0,0,0,0,7,0,0,0,0,0,0,42,2.6,
MartTo00,Tony Martin,WR,1995,30,SDG,NFL,WR,16,16,0,6,0,0,0,0,0,6,0,0,0,0,0,0,36,2.3,
MartTo00,Tony Martin,WR,1996,31,SDG,NFL,WR,16,16,0,14,0,0,0,0,0,14,0,0,0,0,0,0,84,5.3,"PB,AP-2"
MartTo00,Tony Martin,WR,1997,32,SDG,NFL,WR,16,16,0,6,0,0,0,0,0,6,0,0,0,0,0,0,36,2.3,
MartTo00,Tony Martin,WR,1998,33,ATL,NFL,WR,16,16,0,6,0,0,0,0,0,6,0,0,0,0,0,0,36,2.3,
MartTo00,Tony Martin,WR,1999,34,MIA,NFL,WR,16,13,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,1.9,
MartTo00,Tony Martin,WR,,,,,,,,,,,,,,,,,,,,,,,,
MartTo00,Tony Martin,WR,2001,36,ATL,NFL,WR,11,9,0,3,0,0,0,0,0,3,0,0,0,0,0,0,18,1.6,
