player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,av,awards
HousTJ00,T.J. Houshmandzadeh,WR,2001,24,CIN,NFL,WR,12,1,42,21,228,10.9,0,14,45.2,23,1.8,19.0,50.0,5.4,0,0,0,0,,,,0.0,0.0,21,10.9,228,0,3,2,
HousTJ00,T.J. Houshmandzadeh,WR,2002,25,CIN,NFL,WR,16,5,69,41,492,12.0,1,27,52.2,31,2.6,30.8,59.4,7.1,0,0,0,0,,,,0.0,0.0,41,12.0,492,1,3,4,
HousTJ00,T.J. Houshmandzadeh,WR,2003,26,CIN,NFL,WR,2,0,0,0,0,,0,0,,,0.0,0.0,,,0,0,0,0,,,,0.0,0.0,0,,0,0,0,0,
HousTJ00,T.J. Houshmandzadeh,WR,2004,27,CIN,NFL,WR,16,13,108,73,978,13.4,4,48,58.3,62,4.6,61.1,67.6,9.1,6,51,0,2,83.3,16,8.5,3.2,0.4,79,13.0,1029,4,0,9,AP CPoY-7
HousTJ00,T.J. Houshmandzadeh,WR,2005,28,CIN,NFL,WR,14,12,115,78,956,12.3,7,52,60.0,43,5.6,68.3,67.8,8.3,8,62,1,3,87.5,17,7.8,4.4,0.6,86,11.8,1018,8,1,12,
HousTJ00,T.J. Houshmandzadeh,WR,2006,29,CIN,NFL,WR,14,13,132,90,1081,12.0,9,58,56.1,40,6.4,77.2,68.2,8.2,3,6,0,1,33.3,13,2.0,0.4,0.2,93,11.7,1087,9,0,10,
HousTJ00,T.J. Houshmandzadeh,WR,2007,30,CIN,NFL,WR,16,15,169,112,1143,10.2,12,69,56.8,42,7.0,71.4,66.3,6.8,5,14,0,0,40.0,8,2.8,0.9,0.3,117,9.9,1157,12,2,11,PB
HousTJ00,T.J. Houshmandzadeh,WR,2008,31,CIN,NFL,WR,15,15,137,92,904,9.8,4,51,54.7,46,6.1,60.3,67.2,6.6,1,9,0,0,100.0,9,9.0,0.6,0.1,93,9.8,913,4,0,6,
HousTJ00,T.J. Houshmandzadeh,WR,2009,32,SEA,NFL,WR,16,16,135,79,911,11.5,3,52,50.4,53,4.9,56.9,58.5,6.7,0,0,0,0,,,,0.0,0.0,79,11.5,911,3,2,6,
HousTJ00,T.J. Houshmandzadeh,WR,2010,33,BAL,NFL,WR,16,2,57,30,398,13.3,3,19,42.1,56,1.9,24.9,52.6,7.0,0,0,0,0,,,,0.0,0.0,30,13.3,398,3,1,4,
HousTJ00,T.J. Houshmandzadeh,WR,2011,34,OAK,NFL,WR,9,0,19,11,146,13.3,1,5,36.8,40,1.2,16.2,57.9,7.7,0,0,0,0,,,,0.0,0.0,11,13.3,146,1,0,1,
