player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_g,rush_att_per_g,touches,yds_from_scrimmage,rush_receive_td,fumbles,awards
RobeAn00,Andre Roberts,WR,2016,28,DET,NFL,WR,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,1,
RobeAn00,Andre Roberts,WR,2017,29,ATL,NFL,WR,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,
RobeAn00,Andre Roberts,WR,,,,,,,,,,,,,,,,,,,,,,,,,
RobeAn00,Andre Roberts,WR,2019,31,BUF,NFL,WR,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,
RobeAn00,Andre Roberts,WR,2020,32,BUF,NFL,WR,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,
