player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,two_pt_md,def_two_pt,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
RobeAn00,Andre Roberts,WR,2010,22,ARI,NFL,WR,15,2,0,2,0,0,0,0,0,2,0,,0,0,0,0,0,12,0.8,
RobeAn00,Andre Roberts,WR,2011,23,ARI,NFL,WR,16,16,0,2,0,0,0,0,0,2,0,,0,0,0,0,0,12,0.8,
RobeAn00,Andre Roberts,WR,2012,24,ARI,NFL,WR,15,15,0,5,0,0,0,0,0,5,0,,0,0,0,0,0,30,2.0,
RobeAn00,Andre Roberts,WR,2013,25,ARI,NFL,WR,16,2,0,2,0,0,0,0,0,2,0,,0,0,0,0,0,12,0.8,
RobeAn00,Andre Roberts,WR,2014,26,WAS,NFL,WR,16,4,0,2,0,0,0,0,0,2,0,,0,0,0,0,0,12,0.8,
RobeAn00,Andre Roberts,WR,2015,27,WAS,NFL,WR,9,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,6,0.7,
RobeAn00,Andre Roberts,WR,2016,28,DET,NFL,WR,16,1,0,1,2,0,0,0,0,3,0,,0,0,0,0,0,18,1.1,
RobeAn00,Andre Roberts,WR,,,,,,,,,,,,,,,,,,,,,,,,,
RobeAn00,Andre Roberts,WR,2018,30,NYJ,NFL,WR,16,1,0,1,1,1,0,0,0,3,0,,0,0,0,0,0,18,1.1,"PB,AP-1"
RobeAn00,Andre Roberts,WR,,,,,,,,,,,,,,,,,,,,,,,,,
RobeAn00,Andre Roberts,WR,2021,33,2TM,NFL,WR,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0.4,AP-2
RobeAn00,Andre Roberts,WR,2021,33,LAC,NFL,WR,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0.6,
