player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
McMaJi00,Jim McMahon,QB,1985,26,CHI,NFL,QB,3,3,3-0-0,39,66,59.1,636,3,4.5,0,0.0,25,48.6,60,9.6,10.55,16.3,212.0,106.6,4,26,5.71,8.71,9.57,0,0,
McMaJi00,Jim McMahon,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMaJi00,Jim McMahon,QB,1987,28,CHI,NFL,QB,1,1,0-1-0,15,29,51.7,197,1,3.4,3,10.3,7,32.4,44,6.8,2.83,13.1,197.0,45.4,5,27,14.71,5.00,1.62,0,0,
McMaJi00,Jim McMahon,QB,1988,29,CHI,NFL,QB,2,1,0-1-0,16,32,50.0,134,0,0.0,1,3.1,5,42.4,18,4.2,2.78,8.4,67.0,48.2,1,8,3.03,3.82,2.45,0,0,
McMaJi00,Jim McMahon,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMaJi00,Jim McMahon,QB,1990,31,PHI,NFL,QB,1,0,,0,3,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,
McMaJi00,Jim McMahon,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMaJi00,Jim McMahon,QB,1993,34,MIN,NFL,QB,1,1,0-1-0,12,25,48.0,145,1,4.0,0,0.0,6,37.0,40,5.8,6.60,12.1,145.0,79.6,2,6,7.41,5.15,5.89,0,0,
McMaJi00,Jim McMahon,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMaJi00,Jim McMahon,QB,1996,37,GNB,NFL,QB,2,0,,0,0,,0,0,,0,,0,,,,,,0.0,,,,,,,0,0,
