player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
JohnKe00,Keyshawn Johnson,WR,1999,27,NYJ,NFL,WR,16,16,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.00,0.0,39.6,,1,9,50.00,-4.50,-4.50,0,0,PB
JohnKe00,Keyshawn Johnson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnKe00,Keyshawn Johnson,WR,2004,32,DAL,NFL,WR,16,16,0,2,0.0,0,0,0.0,1,50.0,0,0.0,-22.50,0.0,0.0,,0,0,0.00,0.00,-22.50,0,0,
JohnKe00,Keyshawn Johnson,WR,2005,33,DAL,NFL,WR,16,14,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.00,0.0,39.6,,0,0,0.00,0.00,0.00,0,0,
JohnKe00,Keyshawn Johnson,WR,2006,34,CAR,NFL,WR,16,16,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.00,0.0,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,
