player_id,player_name,position,year,team,level,pos,voters
WittJa00,Jason Witten,TE,2004,1st Tm,All-Conf.,,Pro Football Writers
WittJa00,Jason Witten,TE,2007,1st Tm,All-Conf.,TE,Pro Football Writers
WittJa00,Jason Witten,TE,2007,1st Tm,,TE,Associated Press
WittJa00,Jason Witten,TE,2007,1st Tm,,,Pro Football Writers
WittJa00,Jason Witten,TE,2007,1st Tm,,,Sporting News
WittJa00,Jason Witten,TE,2008,1st Tm,All-Conf.,TE,Pro Football Writers
WittJa00,Jason Witten,TE,2008,2nd Tm,,TE,Associated Press
WittJa00,Jason Witten,TE,2009,1st Tm,,TE,Pro Football Focus
WittJa00,Jason Witten,TE,2009,2nd Tm,,,Sporting News
WittJa00,Jason Witten,TE,2010,1st Tm,All-Conf.,TE,Pro Football Writers
WittJa00,Jason Witten,TE,2010,1st Tm,,TE,Associated Press
WittJa00,Jason Witten,TE,2010,1st Tm,,TE,Pro Football Writers
WittJa00,Jason Witten,TE,2010,1st Tm,,TE,Pro Football Focus
WittJa00,Jason Witten,TE,2010,1st Tm,,TE,Sporting News
WittJa00,Jason Witten,TE,2012,1st Tm,All-Conf.,TE,Pro Football Writers
WittJa00,Jason Witten,TE,2012,2nd Tm,,TE,Associated Press
WittJa00,Jason Witten,TE,2012,2nd Tm,,TE,Pro Football Focus
WittJa00,Jason Witten,TE,2012,1st Tm,,TE,Sporting News
