player_id,player_name,position,year,team,level,pos,voters
MariDa00,Dan Marino,QB,1983,1st Tm,All-Conf.,,Pro Football Weekly
MariDa00,Dan Marino,QB,1983,1st Tm,All-Conf.,,UPI
MariDa00,Dan Marino,QB,1983,2nd Tm,,QB,Associated Press
MariDa00,Dan Marino,QB,1984,1st Tm,All-Conf.,,Pro Football Weekly
MariDa00,Dan Marino,QB,1984,1st Tm,All-Conf.,,UPI
MariDa00,Dan Marino,QB,1984,1st Tm,,QB,Associated Press
MariDa00,Dan Marino,QB,1984,1st Tm,,,Pro Football Writers
MariDa00,Dan Marino,QB,1984,1st Tm,,,Newspaper Ent. Assoc.
MariDa00,Dan Marino,QB,1984,1st Tm,,,Pro Football Weekly
MariDa00,Dan Marino,QB,1984,1st Tm,,,Sporting News
MariDa00,Dan Marino,QB,1985,1st Tm,All-Conf.,,UPI
MariDa00,Dan Marino,QB,1985,1st Tm,,QB,Associated Press
MariDa00,Dan Marino,QB,1985,1st Tm,,,Pro Football Writers
MariDa00,Dan Marino,QB,1985,2nd Tm,,,Newspaper Ent. Assoc.
MariDa00,Dan Marino,QB,1985,1st Tm,,,Sporting News
MariDa00,Dan Marino,QB,1986,1st Tm,All-Conf.,,Pro Football Weekly
MariDa00,Dan Marino,QB,1986,1st Tm,All-Conf.,,UPI
MariDa00,Dan Marino,QB,1986,1st Tm,,QB,Associated Press
MariDa00,Dan Marino,QB,1986,1st Tm,,,Pro Football Writers
MariDa00,Dan Marino,QB,1986,2nd Tm,,,Newspaper Ent. Assoc.
MariDa00,Dan Marino,QB,1986,1st Tm,,,Pro Football Weekly
MariDa00,Dan Marino,QB,1986,1st Tm,,,Sporting News
MariDa00,Dan Marino,QB,1988,2nd Tm,,,Newspaper Ent. Assoc.
MariDa00,Dan Marino,QB,1992,1st Tm,All-Conf.,,Pro Football Writers
MariDa00,Dan Marino,QB,1992,1st Tm,All-Conf.,,UPI
MariDa00,Dan Marino,QB,1992,2nd Tm,,,Newspaper Ent. Assoc.
MariDa00,Dan Marino,QB,1994,1st Tm,All-Conf.,,Pro Football Writers
MariDa00,Dan Marino,QB,1994,1st Tm,All-Conf.,,UPI
MariDa00,Dan Marino,QB,1994,2nd Tm,,QB,Associated Press
MariDa00,Dan Marino,QB,1995,2nd Tm,All-Conf.,,UPI
MariDa00,Dan Marino,QB,1995,2nd Tm,,QB,Associated Press
