player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
GinnTe00,Ted Ginn Jr.,WR,2008,23,MIA,NFL,WR,1,1,9,5,38,7.6,0,3,55.6,9,5.0,38.0,55.6,4.2,0,0,0,0,,,,0.0,0.0,5,7.6,38,0,0,
GinnTe00,Ted Ginn Jr.,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GinnTe00,Ted Ginn Jr.,WR,2011,26,SFO,NFL,WR,1,0,3,1,11,11.0,0,1,33.3,11,1.0,11.0,33.3,3.7,1,3,0,0,0.0,3,3.0,3.0,1.0,2,7.0,14,0,0,
GinnTe00,Ted Ginn Jr.,WR,2012,27,SFO,NFL,WR,3,0,3,1,3,3.0,0,0,0.0,3,0.3,1.0,33.3,1.0,0,0,0,0,,,,0.0,0.0,1,3.0,3,0,0,
GinnTe00,Ted Ginn Jr.,WR,2013,28,CAR,NFL,WR,1,0,6,4,104,26.0,0,3,66.7,59,4.0,104.0,66.7,17.3,0,0,0,0,,,,0.0,0.0,4,26.0,104,0,0,
GinnTe00,Ted Ginn Jr.,WR,2014,29,ARI,NFL,WR,1,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,,,,0.0,0.0,0,,0,0,1,
GinnTe00,Ted Ginn Jr.,WR,2015,30,CAR,NFL,WR,3,0,13,6,126,21.0,0,5,46.2,45,2.0,42.0,46.2,9.7,2,33,1,2,100.0,22,16.5,11.0,0.7,8,19.9,159,1,1,
GinnTe00,Ted Ginn Jr.,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GinnTe00,Ted Ginn Jr.,WR,2017,32,NOR,NFL,WR,2,2,17,12,187,15.6,1,6,70.6,80,6.0,93.5,70.6,11.0,1,11,0,1,100.0,11,11.0,5.5,0.5,13,15.2,198,1,0,
GinnTe00,Ted Ginn Jr.,WR,2018,33,NOR,NFL,WR,2,2,13,6,102,17.0,0,4,46.2,43,3.0,51.0,46.2,7.8,0,0,0,0,,,,0.0,0.0,6,17.0,102,0,1,
GinnTe00,Ted Ginn Jr.,WR,2019,34,NOR,NFL,WR,1,0,2,1,18,18.0,0,1,50.0,18,1.0,18.0,50.0,9.0,0,0,0,0,,,,0.0,0.0,1,18.0,18,0,0,
